id,id_contact,Gender_ego,Age_ego,Householdsize,MaritalStatus,Education_ego,Income,Age_diff,Edu_diff,Gender_diff,Duration,Distance,Socialcategory,Visit,Hosting,Dining,Bar,Cinema,Recreation,Vacation,Shopping,Paidwork,gender_alter,age_alter,education_alter
322095,bart,2,2,2,2,2,4,-1,0,1,3,2,1,very_low,never,never,never,never,never,never,never,s1_below_8,1,3,2
322095,bella,2,2,2,2,2,4,0,1,0,1,4,1,low,never,never,never,never,very_low,never,never,s1_below_8,2,2,1
322095,bets,2,2,2,2,2,4,-2,1,0,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,2,4,1
322095,broer,2,2,2,2,2,4,-1,0,1,3,3,6,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,3,2
322095,d,2,2,2,2,2,4,0,0,1,3,3,7,very_low,never,never,never,never,never,never,never,s1_below_8,1,2,2
322095,dorien,2,2,2,2,2,4,-1,0,0,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,3,2
322095,erica,2,2,2,2,2,4,0,0,0,1,4,1,low,low,never,never,never,low,never,never,s1_below_8,2,2,2
322095,erna,2,2,2,2,2,4,0,0,0,3,3,1,very_low,never,never,never,never,never,never,never,s1_below_8,2,2,2
322095,f,2,2,2,2,2,4,1,0,1,3,2,7,very_low,never,never,never,never,never,never,never,s1_below_8,1,1,2
322095,hennie,2,2,2,2,2,4,-2,1,0,3,3,1,low,never,never,never,never,never,never,never,s1_below_8,2,4,1
322095,ingrid,2,2,2,2,2,4,0,0,0,3,3,1,very_low,never,never,never,never,never,never,never,s1_below_8,2,2,2
322095,j,2,2,2,2,2,4,-2,0,1,3,4,8,very_low,never,never,never,never,never,never,never,s1_below_8,1,4,2
322095,jo,2,2,2,2,2,4,-2,1,0,3,4,8,very_low,never,never,never,never,never,never,never,s1_below_8,2,4,1
322095,jose,2,2,2,2,2,4,-1,1,0,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,2,3,1
322095,josien,2,2,2,2,2,4,-1,0,0,2,2,1,low,never,never,never,never,never,never,never,s1_below_8,2,3,2
322095,m,2,2,2,2,2,4,0,0,1,3,2,7,very_low,never,never,never,never,never,never,never,s1_below_8,1,2,2
322095,magda,2,2,2,2,2,4,-1,1,0,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,2,3,1
322095,marcel,2,2,2,2,2,4,0,0,1,3,3,1,very_low,never,never,never,never,never,never,never,s1_below_8,1,2,2
322095,mark,2,2,2,2,2,4,0,0,1,1,4,2,never,never,never,never,never,very_low,never,never,s1_below_8,1,2,2
322095,martin,2,2,2,2,2,4,-1,1,1,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,1,3,1
322095,moeder,2,2,2,2,2,4,-2,1,0,3,3,5,low,very_low,never,never,never,never,never,never,s1_below_8,2,4,1
322095,nanda,2,2,2,2,2,4,-1,0,0,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,3,2
322095,p,2,2,2,2,2,4,1,0,1,3,2,7,very_low,never,never,never,never,never,never,never,s1_below_8,1,1,2
322095,paul,2,2,2,2,2,4,-1,1,1,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,1,3,1
322095,suzette,2,2,2,2,2,4,-2,0,0,3,2,1,low,never,never,never,never,never,never,never,s1_below_8,2,4,2
322095,sylvia,2,2,2,2,2,4,0,1,0,1,4,1,very_low,never,never,never,never,never,never,never,s1_below_8,2,2,1
322095,wil,2,2,2,2,2,4,-1,1,0,2,1,3,never,never,never,never,never,never,never,never,s1_below_8,2,3,1
322095,willem,2,2,2,2,2,4,0,0,1,1,4,1,high,never,never,never,never,high,never,never,s1_below_8,1,2,2
322096,Ab,1,1,3,4,2,1,-2,0,0,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,3,2
322096,Anne,1,1,3,4,2,1,0,0,-1,3,5,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,1,2
322096,Bart,1,1,3,4,2,1,0,1,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,1
322096,Bertus,1,1,3,4,2,1,-3,1,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,4,1
322096,Broertje,1,1,3,4,2,1,0,1,0,2,1,6,never,never,never,never,never,very_low,very_low,never,s1_below_8,1,1,1
322096,Danielle,1,1,3,4,2,1,0,0,-1,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,1,2
322096,Gerrit,1,1,3,4,2,1,-3,1,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,4,1
322096,Gijs,1,1,3,4,2,1,-3,1,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,4,1
322096,Huibert,1,1,3,4,2,1,0,0,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,2
322096,Ilse,1,1,3,4,2,1,0,0,-1,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,1,2
322096,Jaap,1,1,3,4,2,1,-2,1,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,3,1
322096,Jonathan,1,1,3,4,2,1,0,0,0,3,4,8,very_low,very_low,never,very_low,never,never,very_low,never,s1_below_8,1,1,2
322096,Klaas,1,1,3,4,2,1,-3,1,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,4,1
322096,Moeder,1,1,3,4,2,1,-2,0,-1,3,1,5,never,never,never,never,never,very_low,very_low,never,s1_below_8,2,3,2
322096,Oma,1,1,3,4,2,1,-3,1,-1,3,4,4,very_low,never,never,never,never,never,never,never,s1_below_8,2,4,1
322096,Robert,1,1,3,4,2,1,0,0,0,3,4,8,very_low,very_low,never,very_low,never,never,very_low,never,s1_below_8,1,1,2
322096,Ruben,1,1,3,4,2,1,0,0,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,2
322096,Sara,1,1,3,4,2,1,0,1,-1,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,1,1
322096,Sari,1,1,3,4,2,1,-2,1,-1,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,3,1
322096,Sjoerd,1,1,3,4,2,1,0,0,0,2,2,1,low,low,never,very_low,very_low,very_low,very_low,never,s1_below_8,1,1,2
322096,Thea,1,1,3,4,2,1,-2,1,-1,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,3,1
322096,Thomas,1,1,3,4,2,1,0,1,0,2,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,1
322096,Tim,1,1,3,4,2,1,0,0,0,3,3,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,2
322096,Vader,1,1,3,4,2,1,-2,0,0,3,1,5,never,never,never,never,never,very_low,very_low,never,s1_below_8,1,3,2
322096,Willem,1,1,3,4,2,1,0,0,0,3,4,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,1,2
322096,Zusje,1,1,3,4,2,1,0,1,-1,3,1,6,never,never,never,never,never,never,very_low,never,s1_below_8,2,1,1
322097,AM,2,2,3,4,2,3,-1,1,1,3,1,3,never,never,never,never,never,never,never,never,s2_8_36,1,3,1
322097,BW,2,2,3,4,2,3,1,1,1,3,1,7,never,never,low,never,never,never,never,very_low,s2_8_36,1,1,1
322097,DJ,2,2,3,4,2,3,-2,0,1,3,3,6,very_low,very_low,low,never,never,never,never,low,s2_8_36,1,4,2
322097,GM,2,2,3,4,2,3,-1,1,1,3,1,3,never,never,never,never,never,never,never,never,s2_8_36,1,3,1
322097,GW,2,2,3,4,2,3,-2,0,1,3,3,5,very_low,never,never,never,never,never,never,never,s2_8_36,1,4,2
322097,IR,2,2,3,4,2,3,1,0,1,1,3,2,never,never,never,never,never,never,never,never,s2_8_36,1,1,2
322097,LJ,2,2,3,4,2,3,-2,0,0,3,3,5,very_low,very_low,very_low,never,never,never,never,very_low,s2_8_36,2,4,2
322097,PR,2,2,3,4,2,3,0,1,0,1,3,2,never,never,never,never,never,never,never,never,s2_8_36,2,2,1
322097,TS,2,2,3,4,2,3,1,0,0,1,3,2,never,never,never,never,never,never,never,never,s2_8_36,2,1,2
322097,TW,2,2,3,4,2,3,1,1,1,3,1,7,never,never,low,never,never,never,never,low,s2_8_36,1,1,1
322098,aaf,2,3,1,1,2,3,0,0,0,1,2,1,low,low,very_low,never,very_low,very_low,never,never,s2_8_36,2,3,2
322098,astrid,2,3,1,1,2,3,0,1,0,1,2,1,very_low,very_low,never,never,never,never,never,never,s2_8_36,2,3,1
322098,har,2,3,1,1,2,3,0,0,1,3,5,6,very_low,very_low,never,never,never,never,very_low,never,s2_8_36,1,3,2
322098,janet,2,3,1,1,2,3,1,0,0,1,3,1,very_low,very_low,very_low,never,never,never,never,never,s2_8_36,2,2,2
322098,jaro,2,3,1,1,2,3,2,0,1,1,2,2,very_low,very_low,never,never,never,never,never,never,s2_8_36,1,1,2
322098,maup,2,3,1,1,2,3,2,1,1,1,5,8,very_low,very_low,never,never,never,never,never,never,s2_8_36,1,1,1
322098,nadia,2,3,1,1,2,3,2,0,0,1,3,2,very_low,very_low,very_low,never,never,never,never,never,s2_8_36,2,1,2
322098,ruubje,2,3,1,1,2,3,2,1,1,1,5,8,very_low,very_low,never,never,never,never,never,never,s2_8_36,1,1,1
322098,schoonmuis,2,3,1,1,2,3,1,0,0,3,5,6,very_low,very_low,never,never,never,never,very_low,never,s2_8_36,2,2,2
322101,1,1,1,3,4,1,4,0,0,-1,2,3,2,high,very_high,low,high,high,low,low,high,s3_36_up,2,1,1
322101,2,1,1,3,4,1,4,0,0,0,1,1,3,never,never,never,never,never,low,never,never,s3_36_up,1,1,1
322102,1,1,3,1,1,1,2,2,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,1,1
322102,10,1,3,1,1,1,2,2,0,0,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,1,1,1
322102,2,1,3,1,1,1,2,2,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,1,1
322102,3,1,3,1,1,1,2,1,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,2,1
322102,4,1,3,1,1,1,2,2,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,1,1
322102,5,1,3,1,1,1,2,1,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,2,1
322102,6,1,3,1,1,1,2,2,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,1,1
322102,7,1,3,1,1,1,2,2,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,1,1
322102,8,1,3,1,1,1,2,2,0,-1,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,2,1,1
322102,9,1,3,1,1,1,2,0,0,0,1,2,2,never,never,never,never,never,never,never,never,s1_below_8,1,3,1
322102,Ans,1,3,1,1,1,2,-1,0,-1,2,4,1,never,never,never,never,never,never,never,never,s1_below_8,2,4,1
322102,Anske,1,3,1,1,1,2,-1,-1,-1,3,4,5,low,very_low,very_low,never,never,never,never,never,s1_below_8,2,4,2
322102,Astrid,1,3,1,1,1,2,0,0,-1,3,4,6,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,2,3,1
322102,Ben,1,3,1,1,1,2,0,0,0,3,4,1,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,1,3,1
322102,Fenno,1,3,1,1,1,2,0,-1,0,3,4,6,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,3,2
322102,Jeroen,1,3,1,1,1,2,0,-1,0,3,4,6,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,3,2
322102,Pelle,1,3,1,1,1,2,2,0,0,2,3,7,very_low,low,very_low,never,very_low,never,never,never,s1_below_8,1,1,1
322102,Peter,1,3,1,1,1,2,-1,-1,0,3,4,5,very_low,never,never,never,never,never,never,never,s1_below_8,1,4,2
322102,Sjoerd,1,3,1,1,1,2,2,0,0,3,3,7,very_low,low,very_low,never,very_low,never,never,never,s1_below_8,1,1,1
322103,A,1,1,2,2,1,1,-3,0,0,2,1,3,never,never,never,never,never,never,never,never,s2_8_36,1,4,1
322103,L,1,1,2,2,1,1,0,-1,-1,2,4,1,low,low,high,never,never,very_high,never,high,s2_8_36,2,1,2
322103,M,1,1,2,2,1,1,-3,0,0,2,1,3,low,never,never,never,never,never,never,never,s2_8_36,1,4,1
322103,T,1,1,2,2,1,1,-3,0,0,2,1,3,low,never,never,never,never,never,never,never,s2_8_36,1,4,1
322104,1,1,1,2,2,2,2,0,0,-1,3,3,4,very_low,very_low,high,never,never,never,never,never,s1_below_8,2,1,2
322104,2,1,1,2,2,2,2,0,0,-1,3,3,5,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,1,2
322104,3,1,1,2,2,2,2,-2,1,0,2,2,5,very_low,low,never,never,never,never,never,never,s1_below_8,1,3,1
322104,4,1,1,2,2,2,2,-2,0,-1,2,2,5,low,very_low,never,never,never,never,very_low,never,s1_below_8,2,3,2
322105,1,2,2,2,3,1,2,1,-1,0,2,2,5,high,high,low,never,never,very_high,very_high,low,s2_8_36,2,1,2
322105,2,2,2,2,3,1,2,0,-1,0,2,2,4,never,high,high,never,never,never,never,high,s2_8_36,2,2,2
322105,3,2,2,2,3,1,2,0,-1,0,1,2,2,never,never,never,never,never,never,never,never,s2_8_36,2,2,2
322105,5,2,2,2,3,1,2,-1,-1,1,1,2,2,never,never,never,never,never,never,never,never,s2_8_36,1,3,2
322105,Ans,2,2,2,3,1,2,-2,0,0,3,2,4,low,very_low,never,never,never,never,never,never,s2_8_36,2,4,1
322105,Belinda,2,2,2,3,1,2,0,-1,0,2,3,1,low,low,very_low,never,low,never,never,never,s2_8_36,2,2,2
322105,Gerrit,2,2,2,3,1,2,-2,0,1,3,2,4,very_low,very_low,never,never,never,never,never,never,s2_8_36,1,4,1
322105,Greta,2,2,2,3,1,2,-1,0,0,2,1,3,low,low,never,never,never,never,never,never,s2_8_36,2,3,1
322105,Jane,2,2,2,3,1,2,1,-1,0,1,2,1,low,high,very_low,never,very_low,never,never,never,s2_8_36,2,1,2
322105,Rob,2,2,2,3,1,2,0,-1,1,1,2,1,low,low,very_low,never,very_low,never,never,never,s2_8_36,1,2,2
322106,Dennis,2,1,2,2,2,4,0,0,1,1,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,1,2
322106,Floris,2,1,2,2,2,4,0,0,1,2,1,1,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,2
322106,Mer,2,1,2,2,2,4,0,1,0,2,1,1,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,1,1
322106,Pascal,2,1,2,2,2,4,0,1,1,3,1,1,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,1,1
322106,Tim,2,1,2,2,2,4,-1,1,1,3,1,1,very_low,very_low,very_low,never,never,never,never,never,s3_36_up,1,2,1
322107,anky,1,2,3,3,1,4,-1,-1,-1,3,3,6,low,very_low,never,never,never,never,never,never,s3_36_up,2,3,2
322107,anton,1,2,3,3,1,4,1,-1,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,1,2
322107,arjan,1,2,3,3,1,4,1,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,ayse,1,2,3,3,1,4,0,-1,-1,1,3,2,never,never,never,never,never,never,never,never,s3_36_up,2,2,2
322107,carolie,1,2,3,3,1,4,1,-1,-1,2,3,1,low,low,never,never,never,never,never,never,s3_36_up,2,1,2
322107,danny,1,2,3,3,1,4,1,0,0,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,deborah,1,2,3,3,1,4,1,0,-1,2,1,7,never,never,never,never,never,never,never,never,s3_36_up,2,1,1
322107,dirk,1,2,3,3,1,4,-1,0,0,3,1,3,high,high,never,never,never,never,never,never,s3_36_up,1,3,1
322107,douwe,1,2,3,3,1,4,0,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,2,1
322107,enrico,1,2,3,3,1,4,1,0,0,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,erik,1,2,3,3,1,4,0,-1,0,3,3,6,low,low,never,never,never,never,never,never,s3_36_up,1,2,2
322107,errol,1,2,3,3,1,4,0,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,2,1
322107,gea,1,2,3,3,1,4,-1,0,-1,3,1,3,high,high,never,never,never,never,never,never,s3_36_up,2,3,1
322107,gerda,1,2,3,3,1,4,0,-1,-1,3,4,8,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,2,2
322107,gerry,1,2,3,3,1,4,0,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,2,1
322107,grieta,1,2,3,3,1,4,0,0,-1,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,2,2,1
322107,harry,1,2,3,3,1,4,0,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,2,1
322107,henk,1,2,3,3,1,4,0,-1,-1,3,3,1,high,high,never,never,never,never,never,never,s3_36_up,2,2,2
322107,ilana,1,2,3,3,1,4,1,0,-1,2,1,7,never,never,never,never,never,never,never,never,s3_36_up,2,1,1
322107,irma,1,2,3,3,1,4,0,-1,-1,3,3,1,low,low,never,never,never,never,never,never,s3_36_up,2,2,2
322107,jan,1,2,3,3,1,4,1,0,0,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,jan arie,1,2,3,3,1,4,1,0,0,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,jeen,1,2,3,3,1,4,-2,0,0,3,3,5,low,low,never,never,never,never,never,never,s3_36_up,1,4,1
322107,jeroen,1,2,3,3,1,4,0,-1,0,3,3,6,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,2,2
322107,klaas,1,2,3,3,1,4,1,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,larissa,1,2,3,3,1,4,1,0,-1,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,2,1,1
322107,linda,1,2,3,3,1,4,1,0,-1,1,3,2,never,never,never,never,never,never,never,never,s3_36_up,2,1,1
322107,marcel,1,2,3,3,1,4,1,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,marijke,1,2,3,3,1,4,0,-1,-1,3,3,6,low,very_low,never,never,never,never,never,never,s3_36_up,2,2,2
322107,marliek,1,2,3,3,1,4,1,0,-1,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,2,1,1
322107,marloes,1,2,3,3,1,4,1,-1,-1,3,3,6,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,1,2
322107,mattias,1,2,3,3,1,4,0,-1,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,2,2
322107,mike,1,2,3,3,1,4,0,0,0,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,1,2,1
322107,monica,1,2,3,3,1,4,1,0,-1,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,2,1,1
322107,paula,1,2,3,3,1,4,0,-1,-1,3,4,8,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,2,2
322107,rie,1,2,3,3,1,4,-2,0,-1,3,3,5,low,low,never,never,never,never,never,never,s3_36_up,2,4,1
322107,roel,1,2,3,3,1,4,0,0,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,2,1
322107,roy,1,2,3,3,1,4,1,-1,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,1,2
322107,sander,1,2,3,3,1,4,1,-1,0,2,3,2,never,never,never,never,never,never,never,never,s3_36_up,1,1,2
322107,tim,1,2,3,3,1,4,1,0,0,2,1,3,never,never,never,never,never,never,never,never,s3_36_up,1,1,1
322107,willy,1,2,3,3,1,4,-1,-1,-1,3,3,5,low,low,never,never,never,never,never,never,s3_36_up,2,3,2
322109,minnares,1,3,2,2,1,2,2,-1,-1,2,3,1,never,high,never,never,never,high,never,never,s2_8_36,2,1,2
322109,slaaf,1,3,2,2,1,2,0,-1,-1,3,3,1,never,high,never,never,never,high,never,never,s2_8_36,2,3,2
322109,slaafje,1,3,2,2,1,2,2,-1,-1,1,3,1,never,high,never,never,never,high,never,never,s2_8_36,2,1,2
322109,slet1,1,3,2,2,1,2,2,0,-1,1,2,1,never,high,never,never,never,high,never,never,s2_8_36,2,1,1
322109,slet2,1,3,2,2,1,2,2,0,-1,1,2,1,never,very_high,never,never,never,very_high,never,never,s2_8_36,2,1,1
322109,sletje3,1,3,2,2,1,2,2,0,-1,1,2,1,never,very_high,never,never,never,very_high,never,high,s2_8_36,2,1,1
322110,Bea,1,1,3,3,1,4,-1,0,-1,1,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,2,1
322110,Bedriye,1,1,3,3,1,4,-2,0,-1,1,2,5,low,very_low,very_low,never,never,very_low,never,never,s3_36_up,2,3,1
322110,Bianca,1,1,3,3,1,4,0,0,-1,3,3,8,very_low,very_low,very_low,never,never,very_low,never,never,s3_36_up,2,1,1
322110,Charlot,1,1,3,3,1,4,0,-1,-1,3,2,6,low,low,very_low,never,never,very_low,never,never,s3_36_up,2,1,2
322110,Emma,1,1,3,3,1,4,0,0,-1,1,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,1,1
322110,Han,1,1,3,3,1,4,-2,0,0,2,2,5,high,very_low,very_low,never,never,very_low,never,never,s3_36_up,1,3,1
322110,Henk,1,1,3,3,1,4,-1,-1,0,1,2,4,very_low,very_low,very_low,never,never,very_low,never,never,s3_36_up,1,2,2
322110,Janny,1,1,3,3,1,4,-3,0,-1,3,3,4,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,4,1
322110,Lou,1,1,3,3,1,4,-1,0,0,1,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,1,2,1
322110,Mirel,1,1,3,3,1,4,0,-1,-1,1,1,1,very_high,very_high,low,never,very_low,very_high,very_low,low,s3_36_up,2,1,2
322110,Rijkje,1,1,3,3,1,4,-2,0,-1,3,2,5,high,high,very_low,never,never,very_low,never,never,s3_36_up,2,3,1
322110,Rogier,1,1,3,3,1,4,-1,-1,0,1,2,2,very_low,very_low,very_low,never,never,very_low,never,never,s3_36_up,1,2,2
322110,Selma,1,1,3,3,1,4,0,0,-1,1,2,6,very_low,very_low,very_low,never,never,low,never,never,s3_36_up,2,1,1
322110,Suzanne,1,1,3,3,1,4,0,0,-1,1,1,3,very_low,very_low,never,never,never,never,never,never,s3_36_up,2,1,1
322110,Truida,1,1,3,3,1,4,-3,0,-1,3,3,4,low,very_low,very_low,never,never,never,never,never,s3_36_up,2,4,1
322110,Wesley,1,1,3,3,1,4,0,0,0,1,1,7,very_high,very_high,very_low,never,never,low,very_low,low,s3_36_up,1,1,1
322110,arjan,1,1,3,3,1,4,0,0,0,3,2,1,high,high,very_low,never,never,high,very_low,never,s3_36_up,1,1,1
322110,erwin,1,1,3,3,1,4,0,0,0,1,2,1,low,low,never,never,never,very_low,very_low,never,s3_36_up,1,1,1
322110,hendrik,1,1,3,3,1,4,-3,0,0,3,3,4,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,4,1
322110,roelof,1,1,3,3,1,4,-3,0,0,3,3,4,low,very_low,very_low,never,never,never,never,never,s3_36_up,1,4,1
322111,Aletta,1,2,1,1,1,2,0,0,-1,2,2,6,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,2,2,1
322111,Bas,1,2,1,1,1,2,1,0,0,2,2,8,low,very_low,never,never,never,never,never,never,s1_below_8,1,1,1
322111,Bennie,1,2,1,1,1,2,-1,0,0,3,2,6,high,very_low,very_low,never,never,never,very_low,never,s1_below_8,1,3,1
322111,Bertil,1,2,1,1,1,2,0,-1,0,3,2,6,low,very_low,very_low,never,never,never,never,never,s1_below_8,1,2,2
322111,Boaz,1,2,1,1,1,2,1,0,0,1,2,8,low,very_low,never,never,never,never,never,never,s1_below_8,1,1,1
322111,Jacqueline,1,2,1,1,1,2,0,-1,-1,3,2,6,low,very_low,very_low,never,never,never,never,never,s1_below_8,2,2,2
322111,Johan,1,2,1,1,1,2,0,-1,0,3,2,6,low,low,very_low,never,never,never,very_low,never,s1_below_8,1,2,2
322111,Lise,1,2,1,1,1,2,1,0,-1,2,2,8,low,very_low,never,never,never,never,never,never,s1_below_8,2,1,1
322111,Nova,1,2,1,1,1,2,1,0,-1,1,2,8,very_low,very_low,never,never,never,never,never,never,s1_below_8,2,1,1
322111,Wim,1,2,1,1,1,2,0,0,0,3,2,6,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,1,2,1
322111,bert,1,2,1,1,1,2,0,-1,0,3,2,1,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,1,2,2
322111,erik,1,2,1,1,1,2,0,-1,0,3,2,1,very_low,very_low,never,never,never,never,never,never,s1_below_8,1,2,2
322111,rene,1,2,1,1,1,2,0,-1,0,3,2,1,very_low,very_low,very_low,never,never,never,never,never,s1_below_8,1,2,2
322112,Alex,2,2,2,2,2,1,-1,0,1,1,1,3,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,1,3,2
322112,Annie,2,2,2,2,2,1,0,0,0,2,4,1,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,2,2
322112,Hella,2,2,2,2,2,1,-1,0,0,3,2,1,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,3,2
322112,Henrie,2,2,2,2,2,1,-1,0,1,3,2,1,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,1,3,2
322112,Jolande,2,2,2,2,2,1,-1,0,0,2,1,1,low,low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,3,2
322112,Ma,2,2,2,2,2,1,-2,0,0,3,3,5,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,4,2
322112,Marie,2,2,2,2,2,1,-1,0,0,3,2,1,low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,3,2
322112,Mark,2,2,2,2,2,1,0,0,1,3,1,3,low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,1,2,2
322112,Marlene,2,2,2,2,2,1,1,0,0,1,1,3,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,1,2
322112,Nana,2,2,2,2,2,1,0,0,0,3,1,6,low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,2,2
322112,Neef,2,2,2,2,2,1,1,0,1,3,3,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,1,1,2
322112,Nicht1,2,2,2,2,2,1,1,1,0,2,1,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,1,1
322112,Nicht2,2,2,2,2,2,1,1,1,0,2,1,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,1,1
322112,Nicht3,2,2,2,2,2,1,1,1,0,2,1,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,1,1
322112,Nicht4,2,2,2,2,2,1,0,0,0,3,3,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,2,2,2
322112,Oom1,2,2,2,2,2,1,-1,1,1,3,3,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,1,3,1
322112,Oom2,2,2,2,2,2,1,-2,0,1,3,2,8,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,1,4,2
322112,Pa,2,2,2,2,2,1,-2,0,1,3,3,5,very_low,very_low,very_low,very_low,very_low,very_low,very_low,very_low,s2_8_36,1,4,2
