id,Gender,Age,Householdsize,MaritalStatus,Education,Paidwork,Income,Friends,Colleagues,Neighbors,Grandparents,Parents,Siblings,Children,Otherfamilymembers,total_allgroups,Visit,Hosting,Dining,Bar,Cinema,Recreation,Vacation,Shopping,Visit_category,Hosting_category,Dining_category,Bar_category,Cinema_category,Recreation_category,Vacation_category,Shopping_category
322014,2.0,2.0,1.0,1.0,2.0,s3_36_up,3.0,s2_2,s2_1_3,s2_1_3,s1_0,s1_0,s1_0,s1_0,s2_1_4,9.0,very_high,very_low,very_low,0.0,0.0,low,low,low,4,1,1,,,,,
322016,1.0,2.0,3.0,4.0,1.0,s1_below_8,2.0,s4_6_up,s1_0,s2_1_3,s1_0,s1_0,s1_0,s1_0,s3_5_up,20.0,high,very_low,very_low,0.0,0.0,low,low,high,3,1,1,,,,,
322017,1.0,1.0,3.0,4.0,1.0,s3_36_up,3.0,s2_2,s2_1_3,s2_1_3,s1_0,s1_0,s2_1_2,s1_0,s2_1_4,7.0,high,high,low,0.00273972602739726,0.00273972602739726,high,high,low,3,3,2,,,,,
322018,1.0,2.0,3.0,3.0,1.0,s3_36_up,2.0,s3_3_5,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s1_0,s2_1_up,s2_1_4,17.0,low,very_low,low,0.00273972602739726,0.0,low,low,low,2,1,2,,,,,
322022,1.0,3.0,2.0,2.0,1.0,s3_36_up,3.0,s1_below_2,s3_4_up,s2_1_3,s1_0,s2_1_up,s1_0,s2_1_up,s1_0,9.0,very_low,very_low,low,0.0,0.0,low,low,low,1,1,2,,,,,
322024,1.0,1.0,3.0,4.0,1.0,s3_36_up,4.0,s3_3_5,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s1_0,s1_0,s2_1_4,13.0,very_high,very_low,very_low,0.0,0.0,low,low,low,4,1,1,,,,,
322025,1.0,2.0,1.0,1.0,2.0,s3_36_up,5.0,s4_6_up,s2_1_3,s2_1_3,s1_0,s2_1_up,s1_0,s1_0,s2_1_4,26.0,low,very_low,high,0.0,0.0356164383561644,low,high,high,2,1,3,,,,,
322026,2.0,2.0,1.0,1.0,1.0,s2_8_36,2.0,s2_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,10.0,low,high,high,0.00821917808219178,0.00273972602739726,low,low,low,2,3,3,,,,,
322027,2.0,2.0,1.0,1.0,1.0,s1_below_8,3.0,s2_2,s1_0,s2_1_3,s1_0,s2_1_up,s1_0,s1_0,s2_1_4,5.0,low,very_low,low,0.0,0.0,low,low,low,2,1,2,,,,,
322028,1.0,3.0,3.0,3.0,1.0,s3_36_up,5.0,s1_below_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,8.0,high,high,very_high,0.0123287671232877,0.0123287671232877,high,high,high,3,3,4,,,,,
322029,2.0,1.0,3.0,3.0,1.0,s2_8_36,2.0,s4_6_up,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s3_5_up,41.0,high,very_high,very_high,0.0534246575342466,0.0602739726027397,high,high,high,3,4,4,,,,,
322031,1.0,1.0,1.0,1.0,2.0,s2_8_36,2.0,s1_below_2,s1_0,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s1_0,8.0,very_low,low,high,0.0,0.010958904109589,high,low,high,1,2,3,,,,,
322032,2.0,2.0,2.0,4.0,1.0,s3_36_up,3.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s1_0,s2_1_2,s2_1_up,s3_5_up,22.0,low,high,low,0.00547945205479452,0.00958904109589041,high,high,high,2,3,2,,,,,
322033,1.0,1.0,3.0,4.0,2.0,s1_below_8,2.0,s4_6_up,s1_0,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,49.0,low,low,high,0.295890410958904,0.00821917808219178,high,high,high,2,2,3,,,,,
322034,1.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s4_6_up,s3_4_up,s1_0,s1_0,s2_1_up,s1_0,s1_0,s3_5_up,30.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
322035,1.0,3.0,3.0,4.0,2.0,s3_36_up,5.0,s4_6_up,s3_4_up,s1_0,s1_0,s2_1_up,s3_3_up,s2_1_up,s2_1_4,37.0,very_low,very_low,very_high,0.0,0.0,high,high,high,1,1,4,,,,,
322036,1.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s2_2,s1_0,s1_0,s1_0,s2_1_up,s1_0,s1_0,s1_0,4.0,low,very_low,very_low,0.0,0.0,low,low,low,2,1,1,,,,,
322039,2.0,3.0,2.0,2.0,2.0,s1_below_8,3.0,s3_3_5,s2_1_3,s2_1_3,s1_0,s1_0,s2_1_2,s2_1_up,s2_1_4,10.0,low,low,low,0.00136986301369863,0.00136986301369863,low,low,high,2,2,2,,,,,
322041,2.0,1.0,3.0,3.0,1.0,s3_36_up,4.0,s2_2,s2_1_3,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s1_0,8.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
322043,1.0,1.0,3.0,3.0,1.0,s3_36_up,4.0,s3_3_5,s3_4_up,s2_1_3,s1_0,s2_1_up,s1_0,s2_1_up,s3_5_up,25.0,high,low,very_low,0.0,0.0,low,low,low,3,2,1,,,,,
322044,1.0,1.0,1.0,1.0,2.0,s1_below_8,1.0,s3_3_5,s1_0,s1_0,s2_1_up,s2_1_up,s2_1_2,s1_0,s2_1_4,15.0,low,low,low,0.0,0.0,low,high,low,2,2,2,,,,,
322045,1.0,1.0,3.0,4.0,1.0,s1_below_8,1.0,s2_2,s1_0,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,15.0,very_low,very_low,low,0.0,0.00273972602739726,high,high,high,1,1,2,,,,,
322049,2.0,4.0,1.0,1.0,1.0,s1_below_8,3.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s3_5_up,48.0,very_low,low,very_low,0.0,0.0,low,low,high,1,2,1,,,,,
322053,2.0,2.0,3.0,3.0,2.0,s1_below_8,1.0,s1_below_2,s1_0,s1_0,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,22.0,very_low,very_low,low,0.00410958904109589,0.00410958904109589,high,high,low,1,1,2,,,,,
322054,1.0,4.0,2.0,2.0,1.0,s2_8_36,5.0,s3_3_5,s2_1_3,s2_1_3,s1_0,s1_0,s3_3_up,s2_1_up,s2_1_4,16.0,low,low,low,0.0,0.00547945205479452,high,low,high,2,2,2,,,,,
322055,2.0,2.0,3.0,4.0,1.0,s2_8_36,3.0,s3_3_5,s3_4_up,s3_4_up,s1_0,s2_1_up,s3_3_up,s2_1_up,s2_1_4,34.0,very_high,very_high,very_high,0.00821917808219178,0.0164383561643836,high,high,high,4,4,4,,,,,
322058,1.0,2.0,3.0,3.0,2.0,s3_36_up,4.0,s2_2,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s1_0,19.0,high,low,low,0.00273972602739726,0.0,low,low,low,3,2,2,,,,,
322059,1.0,1.0,2.0,2.0,1.0,s3_36_up,3.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,54.0,high,very_low,high,0.0,0.0,low,high,low,3,1,3,,,,,
322062,1.0,4.0,2.0,2.0,1.0,s1_below_8,4.0,s3_3_5,s1_0,s2_1_3,s1_0,s1_0,s3_3_up,s2_1_up,s1_0,22.0,very_high,very_low,very_low,0.0,0.0,low,low,low,4,1,1,,,,,
322063,1.0,1.0,3.0,4.0,2.0,s2_8_36,2.0,s4_6_up,s3_4_up,s1_0,s2_1_up,s2_1_up,s3_3_up,s1_0,s1_0,18.0,low,very_low,very_low,0.172602739726027,0.0,high,low,low,2,1,1,,,,,
322064,2.0,1.0,3.0,3.0,2.0,s3_36_up,3.0,s3_3_5,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,15.0,very_low,low,very_low,0.0,0.0,low,low,low,1,2,1,,,,,
322066,1.0,1.0,3.0,4.0,2.0,s2_8_36,2.0,s1_below_2,s2_1_3,s1_0,s1_0,s2_1_up,s1_0,s1_0,s2_1_4,6.0,low,low,low,0.0986301369863014,0.0328767123287671,high,high,high,2,2,2,,,,,
322067,2.0,3.0,3.0,1.0,1.0,s1_below_8,3.0,s1_below_2,s3_4_up,s2_1_3,s1_0,s1_0,s2_1_2,s2_1_up,s1_0,14.0,very_low,low,very_high,0.0,0.0328767123287671,high,high,high,1,2,4,,,,,
322068,1.0,2.0,2.0,2.0,2.0,s3_36_up,5.0,s1_below_2,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s1_0,s1_0,s1_0,7.0,low,very_high,very_high,0.0150684931506849,0.0410958904109589,high,high,high,2,4,4,,,,,
322070,2.0,3.0,2.0,2.0,1.0,s2_8_36,3.0,s3_3_5,s3_4_up,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,16.0,high,high,very_high,0.0150684931506849,0.0150684931506849,high,high,high,3,3,4,,,,,
322071,1.0,1.0,3.0,4.0,1.0,s1_below_8,1.0,s3_3_5,s1_0,s2_1_3,s1_0,s2_1_up,s1_0,s1_0,s3_5_up,18.0,very_high,very_high,high,0.0424657534246575,0.00958904109589041,high,high,high,4,4,3,,,,,
322072,2.0,2.0,3.0,3.0,2.0,s2_8_36,1.0,s3_3_5,s1_0,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,13.0,very_low,low,low,0.0,0.0,low,low,low,1,2,2,,,,,
322073,2.0,2.0,2.0,4.0,1.0,s1_below_8,2.0,s1_below_2,s3_4_up,s1_0,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s2_1_4,18.0,low,very_low,very_low,0.0,0.0,low,low,low,2,1,1,,,,,
322074,2.0,3.0,1.0,1.0,1.0,s3_36_up,4.0,s3_3_5,s3_4_up,s3_4_up,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,39.0,high,very_high,low,0.0,0.0,low,low,low,3,4,2,,,,,
322075,1.0,3.0,3.0,4.0,2.0,s2_8_36,5.0,s4_6_up,s2_1_3,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s3_5_up,72.0,very_high,very_high,very_low,0.0,0.0,low,low,low,4,4,1,,,,,
322076,1.0,1.0,1.0,1.0,1.0,s3_36_up,3.0,s4_6_up,s3_4_up,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,32.0,high,high,very_high,0.0602739726027397,0.0657534246575342,high,high,high,3,3,4,,,,,
322077,2.0,2.0,3.0,4.0,2.0,s2_8_36,3.0,s3_3_5,s3_4_up,s3_4_up,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,60.0,low,very_low,low,0.0,0.00821917808219178,high,low,low,2,1,2,,,,,
322078,1.0,1.0,3.0,4.0,2.0,s3_36_up,3.0,s3_3_5,s1_0,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s1_0,s1_0,13.0,high,low,very_low,0.0,0.0328767123287671,high,low,low,3,2,1,,,,,
322079,1.0,3.0,1.0,1.0,1.0,s3_36_up,4.0,s2_2,s3_4_up,s1_0,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,16.0,very_high,very_high,very_high,0.0191780821917808,0.0219178082191781,high,high,high,4,4,4,,,,,
322080,1.0,1.0,3.0,2.0,1.0,s2_8_36,1.0,s1_below_2,s1_0,s1_0,s2_1_up,s2_1_up,s2_1_2,s1_0,s1_0,5.0,low,very_low,very_low,0.0,0.0,low,low,low,2,1,1,,,,,
322081,2.0,2.0,1.0,1.0,1.0,s1_below_8,1.0,s3_3_5,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,18.0,very_high,low,high,0.0,0.0,low,high,low,4,2,3,,,,,
322082,1.0,3.0,2.0,2.0,1.0,s2_8_36,2.0,s3_3_5,s1_0,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,16.0,low,low,very_high,0.0,0.0,high,high,high,2,2,4,,,,,
322084,1.0,1.0,3.0,2.0,2.0,s2_8_36,2.0,s4_6_up,s3_4_up,s1_0,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,101.0,high,low,high,0.0410958904109589,0.010958904109589,high,high,high,3,2,3,,,,,
322085,1.0,1.0,1.0,1.0,2.0,s1_below_8,1.0,s4_6_up,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s3_3_up,s1_0,s3_5_up,24.0,low,low,very_low,0.131506849315068,0.0,low,low,low,2,2,1,,,,,
322087,1.0,1.0,1.0,1.0,1.0,s2_8_36,1.0,s1_below_2,s1_0,s2_1_3,s2_1_up,s2_1_up,s1_0,s1_0,s1_0,4.0,very_high,very_high,very_high,0.363013698630137,0.165753424657534,high,high,high,4,4,4,,,,,
322090,1.0,3.0,1.0,1.0,1.0,s1_below_8,3.0,s3_3_5,s1_0,s2_1_3,s1_0,s1_0,s3_3_up,s2_1_up,s2_1_4,14.0,low,very_low,high,0.0,0.0,high,low,low,2,1,3,,,,,
322092,2.0,3.0,2.0,2.0,1.0,s2_8_36,2.0,s1_below_2,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s1_0,8.0,high,high,low,0.0,0.0,low,high,low,3,3,2,,,,,
322093,2.0,2.0,3.0,4.0,1.0,s2_8_36,1.0,s3_3_5,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s1_0,14.0,high,low,high,0.0,0.00136986301369863,low,low,low,3,2,3,,,,,
322094,1.0,3.0,2.0,2.0,2.0,s1_below_8,5.0,s2_2,s1_0,s3_4_up,s1_0,s1_0,s2_1_2,s2_1_up,s2_1_4,13.0,very_high,very_high,very_high,0.0,0.0,high,high,low,4,4,4,,,,,
322095,2.0,2.0,2.0,2.0,2.0,s1_below_8,4.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s2_1_up,s2_1_2,s2_1_up,s2_1_4,40.0,low,very_low,very_low,0.0,0.0,high,low,low,2,1,1,,,,,
322096,1.0,1.0,3.0,4.0,2.0,s1_below_8,1.0,s1_below_2,s1_0,s1_0,s2_1_up,s2_1_up,s2_1_2,s1_0,s3_5_up,55.0,low,low,very_low,0.0246575342465753,0.00136986301369863,high,high,low,2,2,1,,,,,
322097,2.0,2.0,3.0,4.0,2.0,s2_8_36,3.0,s1_below_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,11.0,very_low,very_low,very_high,0.0,0.0,low,low,high,1,1,4,,,,,
322098,2.0,3.0,1.0,1.0,2.0,s2_8_36,3.0,s3_3_5,s2_1_3,s1_0,s1_0,s1_0,s2_1_2,s1_0,s2_1_4,9.0,very_low,very_low,low,0.0,0.00273972602739726,high,high,low,1,1,2,,,,,
322101,1.0,1.0,3.0,4.0,1.0,s3_36_up,4.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s2_1_2,s1_0,s1_0,36.0,very_low,very_low,very_low,0.0,0.0,high,low,low,1,1,1,,,,,
322102,1.0,3.0,1.0,1.0,1.0,s1_below_8,2.0,s2_2,s3_4_up,s3_4_up,s1_0,s2_1_up,s3_3_up,s2_1_up,s1_0,23.0,very_low,low,high,0.0,0.0164383561643836,low,low,low,1,2,3,,,,,
322103,1.0,1.0,2.0,2.0,1.0,s2_8_36,1.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s1_0,s1_0,s2_1_4,22.0,low,low,very_high,0.0,0.0,high,low,high,2,2,4,,,,,
322104,1.0,1.0,2.0,2.0,2.0,s1_below_8,2.0,s2_2,s1_0,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,8.0,very_low,very_low,very_low,0.0,0.0,low,high,low,1,1,1,,,,,
322105,2.0,2.0,2.0,3.0,1.0,s2_8_36,2.0,s3_3_5,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s2_1_4,16.0,low,low,high,0.0,0.036986301369863,low,low,low,2,2,3,,,,,
322106,2.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s3_3_5,s2_1_3,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,36.0,very_low,very_low,low,0.0,0.0,low,low,low,1,1,2,,,,,
322107,1.0,2.0,3.0,3.0,1.0,s3_36_up,4.0,s3_3_5,s3_4_up,s3_4_up,s1_0,s2_1_up,s3_3_up,s2_1_up,s2_1_4,49.0,high,very_high,very_low,0.0,0.0,low,low,low,3,4,1,,,,,
322109,1.0,3.0,2.0,2.0,1.0,s2_8_36,2.0,s4_6_up,s2_1_3,s1_0,s1_0,s1_0,s1_0,s1_0,s1_0,8.0,very_low,very_high,very_low,0.0,0.0,high,low,high,1,4,1,,,,,
322110,1.0,1.0,3.0,3.0,1.0,s3_36_up,4.0,s3_3_5,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s2_1_4,21.0,very_high,very_high,very_high,0.0,0.00136986301369863,high,high,high,4,4,4,,,,,
322111,1.0,2.0,1.0,1.0,1.0,s1_below_8,2.0,s3_3_5,s1_0,s1_0,s1_0,s1_0,s3_3_up,s1_0,s2_1_4,11.0,high,low,high,0.0,0.0,low,high,low,3,2,3,,,,,
322112,2.0,2.0,2.0,2.0,2.0,s2_8_36,1.0,s3_3_5,s1_0,s2_1_3,s1_0,s2_1_up,s2_1_2,s1_0,s3_5_up,18.0,low,low,high,0.0273972602739726,0.0493150684931507,high,high,high,2,2,3,,,,,
322113,1.0,1.0,3.0,2.0,2.0,s3_36_up,2.0,s3_3_5,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s1_0,s2_1_4,16.0,very_high,very_low,very_low,0.0,0.0,low,low,low,4,1,1,,,,,
322114,1.0,3.0,3.0,4.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s2_1_3,s1_0,s2_1_up,s2_1_2,s2_1_up,s1_0,7.0,low,very_low,low,0.00273972602739726,0.00273972602739726,high,high,high,2,1,2,,,,,
322116,1.0,3.0,1.0,1.0,1.0,s1_below_8,2.0,s2_2,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s2_1_4,16.0,high,very_high,very_high,0.0150684931506849,0.0136986301369863,high,high,high,3,4,4,,,,,
322117,2.0,2.0,2.0,2.0,1.0,s2_8_36,3.0,s2_2,s2_1_3,s2_1_3,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,17.0,very_low,very_low,low,0.0,0.0,low,low,low,1,1,2,,,,,
322118,2.0,2.0,3.0,3.0,1.0,s2_8_36,1.0,s3_3_5,s3_4_up,s2_1_3,s1_0,s2_1_up,s3_3_up,s2_1_up,s2_1_4,29.0,very_low,low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
322119,1.0,3.0,1.0,1.0,1.0,s2_8_36,3.0,s2_2,s2_1_3,s3_4_up,s1_0,s1_0,s2_1_2,s2_1_up,s1_0,13.0,very_high,very_high,high,0.0,0.0,low,high,high,4,4,3,,,,,
322123,1.0,4.0,2.0,2.0,1.0,s1_below_8,3.0,s1_below_2,s1_0,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s3_5_up,42.0,high,high,very_low,0.0,0.0,low,high,high,3,3,1,,,,,
322125,2.0,3.0,2.0,4.0,2.0,s2_8_36,4.0,s3_3_5,s2_1_3,s1_0,s1_0,s1_0,s3_3_up,s2_1_up,s2_1_4,17.0,very_high,very_high,very_low,0.0,0.0,high,high,high,4,4,1,,,,,
322126,2.0,2.0,3.0,3.0,1.0,s2_8_36,1.0,s4_6_up,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s1_0,s3_5_up,38.0,low,low,high,0.0,0.0,low,low,high,2,2,3,,,,,
322127,1.0,1.0,1.0,1.0,1.0,s2_8_36,2.0,s3_3_5,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,12.0,very_low,very_low,low,0.00410958904109589,0.010958904109589,high,high,low,1,1,2,,,,,
322128,1.0,2.0,3.0,2.0,2.0,s1_below_8,2.0,s3_3_5,s1_0,s3_4_up,s1_0,s2_1_up,s2_1_2,s2_1_up,s3_5_up,22.0,very_high,very_high,very_high,0.217808219178082,0.205479452054794,high,high,high,4,4,4,,,,,
322129,1.0,3.0,2.0,2.0,2.0,s1_below_8,5.0,s3_3_5,s1_0,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s1_0,21.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
322130,1.0,1.0,2.0,2.0,1.0,s3_36_up,4.0,s1_below_2,s3_4_up,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,26.0,low,very_low,high,0.0493150684931507,0.0136986301369863,high,high,low,2,1,3,,,,,
322132,2.0,3.0,2.0,2.0,1.0,s2_8_36,1.0,s4_6_up,s2_1_3,s2_1_3,s1_0,s1_0,s3_3_up,s2_1_up,s3_5_up,42.0,high,very_high,very_high,0.0,0.0,low,low,high,3,4,4,,,,,
322135,1.0,2.0,3.0,4.0,2.0,s3_36_up,4.0,s4_6_up,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s1_0,s1_0,37.0,very_high,very_high,low,0.0,0.00547945205479452,low,low,high,4,4,2,,,,,
322137,1.0,3.0,1.0,1.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s1_0,s1_0,s1_0,s2_1_2,s1_0,s1_0,2.0,very_low,very_low,very_low,0.0,0.0,low,low,low,1,1,1,,,,,
322138,2.0,3.0,3.0,4.0,2.0,s3_36_up,4.0,s4_6_up,s2_1_3,s2_1_3,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,23.0,very_high,high,very_high,0.0,0.0328767123287671,low,high,high,4,3,4,,,,,
322139,1.0,2.0,3.0,4.0,1.0,s3_36_up,4.0,s4_6_up,s3_4_up,s3_4_up,s2_1_up,s2_1_up,s3_3_up,s2_1_up,s2_1_4,45.0,high,very_high,very_high,0.0,0.0164383561643836,low,high,low,3,4,4,,,,,
322140,2.0,3.0,2.0,2.0,1.0,s2_8_36,3.0,s4_6_up,s2_1_3,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s3_5_up,28.0,low,low,very_high,0.0,0.115068493150685,low,high,high,2,2,4,,,,,
322141,2.0,2.0,3.0,4.0,1.0,s2_8_36,3.0,s3_3_5,s2_1_3,s3_4_up,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s2_1_4,27.0,very_low,low,very_high,0.0342465753424658,0.00958904109589041,high,high,high,1,2,4,,,,,
322142,1.0,1.0,2.0,2.0,1.0,s2_8_36,3.0,s2_2,s3_4_up,s2_1_3,s2_1_up,s2_1_up,s1_0,s1_0,s3_5_up,30.0,high,very_high,high,0.23013698630137,0.0,low,low,low,3,4,3,,,,,
322143,2.0,4.0,2.0,2.0,2.0,s2_8_36,5.0,s4_6_up,s3_4_up,s3_4_up,s1_0,s1_0,s2_1_2,s2_1_up,s3_5_up,29.0,low,low,very_high,0.0,0.00821917808219178,low,high,low,2,2,4,,,,,
322144,2.0,3.0,2.0,2.0,2.0,s1_below_8,2.0,s2_2,s1_0,s3_4_up,s1_0,s1_0,s3_3_up,s2_1_up,s1_0,12.0,low,low,high,0.0,0.0,low,low,low,2,2,3,,,,,
322145,1.0,4.0,2.0,2.0,1.0,s1_below_8,3.0,s2_2,s1_0,s2_1_3,s1_0,s1_0,s1_0,s2_1_up,s1_0,4.0,very_low,low,low,0.0,0.0,low,low,low,1,2,2,,,,,
322146,2.0,2.0,3.0,3.0,1.0,s2_8_36,2.0,s2_2,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s2_1_up,s2_1_4,22.0,very_high,very_high,high,0.0205479452054794,0.0246575342465753,high,high,high,4,4,3,,,,,
322147,1.0,1.0,2.0,2.0,2.0,s2_8_36,2.0,s3_3_5,s1_0,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s2_1_4,14.0,high,very_high,very_high,1.10958904109589,0.0164383561643836,high,high,high,3,4,4,,,,,
322149,2.0,2.0,3.0,3.0,1.0,s1_below_8,1.0,s1_below_2,s2_1_3,s3_4_up,s1_0,s1_0,s1_0,s2_1_up,s2_1_4,11.0,very_low,very_low,low,0.00136986301369863,0.00136986301369863,low,high,low,1,1,2,,,,,
322150,1.0,2.0,1.0,1.0,1.0,s3_36_up,1.0,s2_2,s1_0,s3_4_up,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,27.0,low,low,very_low,0.0,0.0,low,low,low,2,2,1,,,,,
322151,1.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s4_6_up,s2_1_3,s1_0,s1_0,s2_1_up,s3_3_up,s1_0,s1_0,15.0,low,low,high,0.0,0.0246575342465753,high,low,low,2,2,3,,,,,
322152,2.0,2.0,1.0,1.0,2.0,s3_36_up,4.0,s3_3_5,s3_4_up,s1_0,s2_1_up,s2_1_up,s2_1_2,s1_0,s3_5_up,51.0,very_low,low,low,0.0164383561643836,0.00273972602739726,low,low,high,1,2,2,,,,,
322153,2.0,2.0,1.0,1.0,1.0,s1_below_8,2.0,s1_below_2,s1_0,s1_0,s1_0,s1_0,s2_1_2,s1_0,s2_1_4,4.0,very_low,high,very_low,0.0,0.0,low,low,low,1,3,1,,,,,
322154,1.0,2.0,3.0,3.0,1.0,s3_36_up,5.0,s1_below_2,s2_1_3,s3_4_up,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,12.0,very_high,high,very_high,0.00821917808219178,0.0986301369863014,high,low,high,4,3,4,,,,,
322155,2.0,3.0,2.0,2.0,2.0,s3_36_up,5.0,s2_2,s3_4_up,s3_4_up,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,164.0,very_low,very_low,low,0.0,0.0,high,high,high,1,1,2,,,,,
322156,1.0,2.0,3.0,3.0,1.0,s3_36_up,5.0,s4_6_up,s2_1_3,s3_4_up,s1_0,s1_0,s1_0,s2_1_up,s1_0,17.0,high,very_high,very_high,0.0,0.0,high,high,low,3,4,4,,,,,
322157,1.0,3.0,2.0,2.0,1.0,s3_36_up,4.0,s1_below_2,s3_4_up,s1_0,s1_0,s2_1_up,s2_1_2,s1_0,s1_0,13.0,very_low,very_low,very_low,0.00136986301369863,0.00136986301369863,low,low,low,1,1,1,,,,,
322158,2.0,4.0,2.0,2.0,1.0,s1_below_8,2.0,s4_6_up,s1_0,s1_0,s1_0,s1_0,s3_3_up,s2_1_up,s1_0,25.0,high,high,high,0.0,0.0,high,high,low,3,3,3,,,,,
322159,1.0,1.0,1.0,1.0,2.0,s1_below_8,1.0,s4_6_up,s2_1_3,s2_1_3,s2_1_up,s2_1_up,s2_1_2,s1_0,s3_5_up,145.0,very_high,very_high,very_high,0.0232876712328767,0.524657534246575,high,high,high,4,4,4,,,,,
322160,2.0,3.0,3.0,4.0,1.0,s1_below_8,2.0,s4_6_up,s1_0,s3_4_up,s1_0,s2_1_up,s3_3_up,s2_1_up,s3_5_up,70.0,very_high,very_high,high,0.0,0.00273972602739726,high,low,high,4,4,3,,,,,
322161,1.0,1.0,2.0,2.0,2.0,s3_36_up,4.0,s3_3_5,s2_1_3,s3_4_up,s1_0,s2_1_up,s3_3_up,s1_0,s2_1_4,21.0,very_low,very_low,low,0.0164383561643836,0.0,high,high,high,1,1,2,,,,,
322162,2.0,2.0,3.0,4.0,1.0,s1_below_8,4.0,s4_6_up,s1_0,s3_4_up,s1_0,s2_1_up,s3_3_up,s1_0,s3_5_up,26.0,very_high,very_high,very_high,0.0,0.0,low,high,low,4,4,4,,,,,
